n_features,n_trees,min_samples_leaf,max_features,criterion,MAE,StdMAE,RMSE,StdRMSE,MaxE,StdMaxE,R2,StdR2,Time,StdTime
5,50,1,0.25,mse,75.2005255790669,0.897506853289976,105.192876535102,0.917117933873214,2135.3468,388.313096042699,0.961522524904062,0.000748014203251,113.986116409302,10.8773311838692
5,50,1,0.5,mse,75.3100855388025,0.79451209416876,105.529537559788,1.8700846872934,2154.22104,520.430551836388,0.96127042302068,0.001360672043733,122.315674432119,15.5425322749293
5,50,1,0.75,mse,75.7597198743992,1.11685198135684,106.172764157279,1.77904891152089,2182.0518,505.586821129354,0.960800342173601,0.001219062338434,141.146983941396,22.2660447075962
5,50,1,auto,mse,76.2107686212985,0.804926660754952,106.679707973565,1.45928955339695,2198.31666666667,414.498429938196,0.960420656654209,0.001216693277142,144.141461881002,18.6755779227256
5,100,1,0.25,mse,74.6877036938114,0.838429832478048,104.735998749929,1.3848088738899,2198.40629333334,491.504571220387,0.961856964840579,0.000959932298341,113.252536980311,8.91524042190533
5,100,1,0.5,mse,74.9818469757228,0.902935629208368,105.06180991946,1.29118977496695,2137.20530666667,452.6230383174,0.961615295042019,0.001058612101101,136.183987315496,12.2684684401623
5,100,1,0.75,mse,75.360626140583,1.05628306687992,105.614767886284,1.50461252827704,2202.16255333333,379.590701749794,0.961210297261649,0.001134099923381,150.658167870839,21.8404068926534
5,100,1,auto,mse,75.7826634301388,1.14194672821888,106.069680444105,1.72283194658074,2022.4608,429.860056954618,0.960874323976887,0.001272353383915,189.431767988205,17.9609755402018
10,50,1,0.25,mse,70.3543494709881,0.484568374416136,99.2462943768805,1.27812601928892,2178.75352,326.319123928323,0.965750620436723,0.000771169282303,117.490433104833,11.6463513480041
10,50,1,0.5,mse,70.275400146025,0.65819794805761,99.3287175107198,1.79569343738952,2169.94590666667,428.752255214008,0.96568457271922,0.00132891563161,144.490823125839,19.4974797173082
10,50,1,0.75,mse,70.422474986409,0.637204781317777,99.4197333712121,1.91018601102678,2038.75052,451.006888080199,0.965611472923445,0.001589376299929,158.349568382899,17.8481542281166
10,50,1,auto,mse,70.6002794306357,0.608581777733349,99.6796940576013,1.61282753149944,2029.51097333333,462.946423656347,0.965445436450336,0.001126087034397,165.306729141871,15.7359253545308
10,100,1,0.25,mse,69.7853817263137,0.476496604742405,98.6731607845619,1.42044346082103,2080.56352666667,412.29748120869,0.966141586447084,0.000966682364589,128.758129056295,7.71379171217377
10,100,1,0.5,mse,69.7645681628187,0.761428490241851,98.6996368903785,1.6199949764088,2097.31357333333,397.351636980829,0.966117305532501,0.001201138306799,173.838305091858,20.0343835757149
10,100,1,0.75,mse,69.7447882159884,0.626478578544579,98.7087077073465,1.82771776511676,2122.52220666667,389.738299139108,0.966116993577148,0.001149710720894,177.178884887695,18.3207591503016
10,100,1,auto,mse,70.3792217857582,0.54867063247264,99.5162770616546,1.58155924654513,2035.96674,413.592779682079,0.965557724579474,0.00116991129049,213.859286308289,22.8548565000034
15,50,1,0.25,mse,68.7882210066159,0.490647616925069,97.2396832919952,1.48792527688113,2033.94796,361.312846874603,0.967118526875257,0.000983336245559,108.839132372538,1.13173776316611
15,50,1,0.5,mse,68.7185175605334,0.306195788713404,97.1825911899634,1.04133619836234,2047.74202666667,247.971510769377,0.967158022848476,0.000794007213255,125.973903528849,1.80451400057139
15,50,1,0.75,mse,68.7455450248434,0.531186553055685,97.3212323387495,0.945099796478673,2091.79785333333,311.78932252596,0.967067675500255,0.000652471724415,145.010827684402,1.93077196091225
15,50,1,auto,mse,68.9412748073735,0.478085345603556,97.7112841871485,1.47593850639826,2151.44856,436.12447196592,0.966801869682422,0.000878776189582,164.625612831116,1.30975398874064
15,100,1,0.25,mse,68.2258100273037,0.4873568030953,96.6517766789036,1.48318342478337,2011.7201,332.199019557446,0.967517302865175,0.000902071915081,124.597933181127,1.02008720110821
15,100,1,0.5,mse,68.3117541360867,0.533412090736415,96.8658533862788,1.3405020418862,2050.28997333333,362.32840267405,0.967371738439826,0.000930364005907,161.660672601064,1.37061522045772
15,100,1,0.75,mse,68.4628320389789,0.425490502688181,97.2170516323815,1.67255662855924,2078.2593,496.013135730057,0.96713012511495,0.001179490797381,199.44227232933,1.7691984151791
15,100,1,auto,mse,68.5147484249443,0.402302498843398,97.0006338878108,1.29103405128502,2001.88488,279.508549042172,0.96728219000278,0.000825981627664,238.941257015864,1.48589111092403
45,50,1,0.25,mse,67.1412860676266,0.35150504492583,95.438504666572,1.55203622523052,2045.03948,391.841316625199,0.968321559313334,0.001101448882132,142.624375677109,2.42760799624632
45,50,1,0.5,mse,67.187503302977,0.38872182425609,95.4861047168342,1.08980950765027,2029.27392,362.734469162803,0.968295148745257,0.00080770412277,195.436931912104,2.38303810836489
45,50,1,0.75,mse,67.3384004928377,0.546325208937415,95.7901905702186,1.90193642360421,1997.41208,390.312044976753,0.968080624347533,0.001367087244734,259.030820973714,13.4813124989024
45,50,1,auto,mse,67.61287958588,0.373266159113602,96.1950666998169,1.06873019062529,2161.05129333333,437.628244985724,0.967823134779972,0.000772473656086,353.845315790176,11.7253926070574
45,100,1,0.25,mse,66.614697391925,0.364496031375123,94.7636080769062,1.56528224250288,1899.34453333333,416.951706678259,0.968766041356508,0.001123657830297,226.031842867533,13.4326797206919
45,100,1,0.5,mse,66.6838393267303,0.433911986388013,95.1674827469707,2.09195182487359,2087.89232666667,443.45883185571,0.968498698476926,0.001321879365433,363.325779310862,27.1820612603297
