n_features,n_trees,min_samples_leaf,max_features,criterion,MAE,StdMAE,RMSE,StdRMSE,MaxE,StdMaxE,R2,StdR2,Time,StdTime
45,50,10,0.1,mse,0.142303356317732,0.001058571839254,0.215614746510178,0.002656146603142,3.0212881903345,0.261231692285806,0.809395364757067,0.004808129146793,133.085707966487,1.79145492424492
45,50,10,0.25,mse,0.136675437089521,0.000600490651762,0.208684188442763,0.001616578020808,3.03829569827456,0.217923657363873,0.821441020152817,0.002759867892027,166.400024620692,3.03837889866544
45,50,10,0.5,mse,0.135692973160219,0.000815866371325,0.208623023870224,0.002096487213458,3.03698827290106,0.28485232249573,0.821544186570013,0.003962890636126,228.253371667862,13.983786920829
45,50,10,0.75,mse,0.1360381447605,0.000949357100319,0.210131799351967,0.002370763672568,2.99781588409807,0.275355084273992,0.818951073452158,0.00441113982262,281.189801359177,11.2408651175227
45,50,10,auto,mse,0.137180857648812,0.001051769846601,0.213345733589936,0.002363352257648,3.0258470138664,0.286541472511467,0.813376380381733,0.004373773755701,354.53003894488,11.7526770771624
45,100,10,0.1,mse,0.141905696749952,0.000999482355831,0.215009660696215,0.002829417400374,2.95632672145671,0.338223858103777,0.810450458558377,0.004848525388974,158.464061085383,11.6092622281527
45,100,10,0.25,mse,0.1362229999366,0.001064511616584,0.207847517647459,0.002624111542363,2.98345310317453,0.286899892379478,0.822843220407318,0.004312138428912,246.287789471944,11.9357728632814
45,100,10,0.5,mse,0.135205827450587,0.001063489012236,0.207801784545389,0.003099150945865,2.99624427994431,0.314930374873543,0.822950553906085,0.004853471526569,371.278308788935,9.59689863343565
45,100,10,0.75,mse,0.135474443717732,0.000731414985511,0.209338300364026,0.002675379653653,3.07568629341851,0.276589045002881,0.820288378185662,0.005370927709334,502.289309151967,23.140636417913
45,100,10,auto,mse,0.136657494912665,0.000724738954483,0.212724643944618,0.001934015560847,3.06453953658669,0.305359450144125,0.814480973803324,0.003443752174085,585.260091114044,22.8598805988216
60,50,10,0.1,mse,0.140629848103782,0.000646949013331,0.213490965910498,0.002172431841419,2.96086205056563,0.281917284086427,0.813135324839858,0.004195424434511,136.988232310613,1.33495172439085
60,50,10,0.25,mse,0.136482484151339,0.000851069361275,0.208179373038983,0.002308789246262,2.994851033851,0.256606763037949,0.822283667375698,0.005122432808206,180.693203941981,2.19223672917808
60,50,10,0.5,mse,0.135556492387768,0.000668373822763,0.208408399588924,0.001132827275827,2.97068149705917,0.314439554580823,0.821881200282065,0.004051083942013,252.035433642069,2.70671200517238
60,50,10,0.75,mse,0.135972333106671,0.000687792675163,0.210079824351036,0.001970967655667,3.0308844822345,0.31128612422438,0.819068524577785,0.003069950177367,325.800760348638,12.0908915616427
60,50,10,auto,mse,0.137124655802553,0.000546799879733,0.213371052886043,0.001534767963914,3.06232183432913,0.2771516842432,0.813348120346057,0.002941992278556,398.345070171356,4.7850689998545
60,100,10,0.1,mse,0.140248192553483,0.000942003371215,0.212697022137956,0.002075320670024,2.89378486131185,0.34166319349304,0.814503513209244,0.003910209289313,166.347576904297,3.02156147594253
60,100,10,0.25,mse,0.135945166172153,0.000846329023328,0.207550335174915,0.00231810471562,2.92454847952464,0.312930554301996,0.823359139805893,0.004776704296616,252.359972238541,3.96215162759811
60,100,10,0.5,mse,0.135182558101382,0.000986267713728,0.207782891636628,0.002704462643572,2.9771629287753,0.287326559099874,0.822962966933837,0.005002767466571,389.630262947083,3.9032455710012
60,100,10,0.75,mse,0.135585554148395,0.00055003727652,0.209403710831021,0.001936523643914,3.01325757426128,0.324287318643375,0.820230814881703,0.003389200916254,541.181872002284,11.4702498386643
60,100,10,auto,mse,0.136694531352365,0.000860079263938,0.21273473926181,0.002802115467991,3.04897934204563,0.243877598196475,0.814428080294575,0.004599014677126,765.015070581436,38.8421880116171
136,50,10,0.1,mse,0.140541165698652,0.001079258329388,0.213457117464019,0.002154933214019,2.90895947209076,0.329481706856971,0.813180489894251,0.003496959150247,114.344113779068,3.3735561932894
136,50,10,0.25,mse,0.136796365038598,0.000957828954061,0.208865075990556,0.001880860598794,2.95251421271555,0.283333231023146,0.821114680759188,0.004186714499774,237.665875180562,5.80725858411097
136,50,10,0.5,mse,0.136058643352794,0.000754547785541,0.209244004884886,0.002063699518463,2.94770177474266,0.313901774444343,0.820482127850928,0.004033565565452,395.899423805873,15.0527650569173
136,50,10,0.75,mse,0.136329954368822,0.000941679043389,0.210578749364507,0.002214475796763,3.00316549735299,0.277661654307511,0.818142863825483,0.00544674944214,578.916303014755,30.1641073212835
136,50,10,auto,mse,0.137376643857834,0.001140933972025,0.213670797068503,0.003235681578486,3.00046988109016,0.255834728816578,0.812783174540013,0.005783346374675,783.594045464198,35.5043422474662
136,100,10,0.1,mse,0.140011818270045,0.000790779110219,0.212578120019246,0.001805616816482,2.92496831492554,0.338633106446422,0.814706780898746,0.003768699484457,179.134034347534,9.99125387452488
136,100,10,0.25,mse,0.136205290231089,0.000880533523495,0.207869015345181,0.002283716742765,2.89787107788203,0.319325355454917,0.822850117610766,0.003116571602615,415.10419977506,18.7095306559766
136,100,10,0.5,mse,0.13541945598857,0.000860523508299,0.20822183350777,0.001890398282397,3.00412610943898,0.261868702106127,0.822260117997185,0.00252384160833,833.630742168427,24.632836643404
136,100,10,0.75,mse,0.1357737581389044,0.0008126536420050534,0.20987760775991957,0.002225070553065791,2.9649845883975017,0.36610358128173537,0.8194203361642496,0.003363337855664714,1150.599495124817,37.490787581528174
136,100,10,auto,mse,0.1369973980129626,0.000959297863215019,0.21331659410133,0.002311644458461794,2.9904645978674242,0.3013344497154668,0.8134059844324599,0.005542813974237215,1574.3780470053355,102.97206085163533
